                         	alpine sea holly	anthurium	artichoke	azalea	ball moss	balloon flower	barbeton daisy	bearded iris	bee balm	bird of paradise	bishop of llandaff	black-eyed susan	blackberry lily	blanket flower	bolero deep blue	bougainvillea	bromelia	buttercup	californian poppy	camellia	canna lily	canterbury bells	cape flower	carnation	cautleya spicata	clematis	colt's foot	columbine	common dandelion	corn poppy	cyclamen	daffodil	desert-rose	english marigold	fire lily	foxglove	frangipani	fritillary	garden phlox	gaura	gazania	geranium	giant white arum lily	globe thistle	globe-flower	grape hyacinth	great masterwort	hard-leaved pocket orchid	hibiscus	hippeastrum	japanese anemone	king protea	lenten rose	lotus	love in the mist	magnolia	mallow	marigold	mexican aster	mexican petunia	monkshood	moon orchid	morning glory	orange dahlia	osteospermum	oxeye daisy	passion flower	pelargonium	peruvian lily	petunia	pincushion flower	pink primrose	pink-yellow dahlia	poinsettia	primula	prince of wales feathers	purple coneflower	red ginger	rose	ruby-lipped cattleya	siam tulip	silverbush	snapdragon	spear thistle	spring crocus	stemless gentian	sunflower	sweet pea	sweet william	sword lily	thorn apple	tiger lily	toad lily	tree mallow	tree poppy	trumpet creeper	wallflower	water lily	watercress	wild pansy	windflower	yellow iris
passion flower           	0.0             	0.0      	0.0      	0.0   	0.0      	0.0           	0.0           	0.0         	0.0     	0.0             	0.0               	0.0             	0.0            	0.0           	0.0             	0.0          	0.0     	0.0      	0.0              	0.0     	0.0       	0.0             	0.0        	0.0      	0.0             	0.0     	0.0        	0.0      	0.0             	0.0       	0.0     	0.0     	0.0        	0.0             	0.0      	0.0     	0.0       	0.0       	0.0         	0.0  	0.0    	0.0     	0.0                  	0.0          	0.0         	0.0           	0.0             	0.0                      	0.0     	0.0        	0.0             	0.0        	0.0        	0.0  	0.0             	0.0     	0.0   	0.0     	0.0          	0.0            	0.0      	0.0        	0.0          	0.0          	0.0         	0.0        	0.0           	0.0        	0.0          	0.0    	0.0              	0.0          	0.0               	0.0       	0.0    	0.0                     	0.0              	0.0       	0.0 	0.0                 	0.0       	0.0       	0.0       	0.0          	0.0          	0.0             	0.0      	0.0      	0.0          	0.0       	0.0        	0.0       	0.0      	0.0        	0.0       	0.0            	0.0       	0.0       	0.0       	0.0       	0.0       	0.0        
pelargonium              	0.0             	4.0      	1.0      	7.0   	0.0      	0.0           	1.0           	0.0         	4.0     	0.0             	4.0               	1.0             	0.0            	2.0           	0.0             	3.0          	2.0     	1.0      	0.0              	2.0     	0.0       	3.0             	5.0        	3.0      	0.0             	1.0     	4.0        	3.0      	7.0             	2.0       	5.0     	5.0     	6.0        	2.0             	1.0      	11.0    	3.0       	3.0       	1.0         	1.0  	1.0    	2.0     	1.0                  	1.0          	0.0         	2.0           	0.0             	0.0                      	2.0     	0.0        	2.0             	0.0        	4.0        	2.0  	3.0             	1.0     	2.0   	3.0     	0.0          	2.0            	1.0      	0.0        	2.0          	0.0          	6.0         	2.0        	4.0           	8.0        	1.0          	8.0    	3.0              	1.0          	2.0               	0.0       	2.0    	1.0                     	2.0              	0.0       	2.0 	0.0                 	1.0       	0.0       	4.0       	0.0          	3.0          	0.0             	0.0      	2.0      	3.0          	4.0       	1.0        	0.0       	0.0      	0.0        	1.0       	2.0            	12.0      	1.0       	4.0       	5.0       	2.0       	1.0        
peruvian lily            	0.0             	0.0      	0.0      	0.0   	0.0      	0.0           	0.0           	0.0         	0.0     	0.0             	0.0               	0.0             	0.0            	0.0           	0.0             	0.0          	0.0     	0.0      	0.0              	1.0     	0.0       	0.0             	0.0        	0.0      	0.0             	0.0     	0.0        	0.0      	0.0             	0.0       	0.0     	0.0     	0.0        	0.0             	0.0      	0.0     	0.0       	0.0       	0.0         	0.0  	0.0    	0.0     	0.0                  	0.0          	0.0         	0.0           	0.0             	0.0                      	0.0     	0.0        	0.0             	0.0        	0.0        	0.0  	0.0             	0.0     	0.0   	0.0     	0.0          	0.0            	0.0      	0.0        	0.0          	0.0          	0.0         	0.0        	2.0           	0.0        	1.0          	0.0    	0.0              	0.0          	0.0               	0.0       	0.0    	0.0                     	0.0              	0.0       	0.0 	0.0                 	0.0       	0.0       	0.0       	0.0          	0.0          	0.0             	0.0      	0.0      	0.0          	0.0       	0.0        	0.0       	0.0      	0.0        	0.0       	0.0            	0.0       	0.0       	0.0       	0.0       	0.0       	0.0        
petunia                  	0.0             	1.0      	0.0      	2.0   	0.0      	0.0           	0.0           	1.0         	1.0     	0.0             	2.0               	0.0             	0.0            	0.0           	1.0             	2.0          	0.0     	1.0      	0.0              	3.0     	2.0       	0.0             	1.0        	3.0      	1.0             	0.0     	0.0        	1.0      	5.0             	0.0       	9.0     	2.0     	0.0        	4.0             	0.0      	4.0     	9.0       	5.0       	0.0         	0.0  	0.0    	11.0    	0.0                  	0.0          	1.0         	0.0           	1.0             	0.0                      	3.0     	0.0        	1.0             	0.0        	0.0        	11.0 	1.0             	0.0     	1.0   	0.0     	2.0          	0.0            	0.0      	1.0        	1.0          	1.0          	4.0         	0.0        	3.0           	0.0        	1.0          	10.0   	0.0              	0.0          	9.0               	0.0       	3.0    	0.0                     	0.0              	0.0       	6.0 	0.0                 	1.0       	1.0       	0.0       	1.0          	0.0          	0.0             	1.0      	3.0      	0.0          	4.0       	0.0        	1.0       	1.0      	1.0        	1.0       	1.0            	0.0       	1.0       	10.0      	0.0       	0.0       	1.0        
pincushion flower        	0.0             	0.0      	0.0      	0.0   	0.0      	0.0           	0.0           	0.0         	0.0     	0.0             	0.0               	0.0             	0.0            	0.0           	0.0             	0.0          	0.0     	0.0      	0.0              	0.0     	0.0       	0.0             	0.0        	0.0      	0.0             	0.0     	0.0        	0.0      	0.0             	0.0       	0.0     	0.0     	0.0        	0.0             	0.0      	0.0     	0.0       	0.0       	0.0         	0.0  	0.0    	0.0     	0.0                  	0.0          	0.0         	0.0           	0.0             	0.0                      	0.0     	0.0        	0.0             	0.0        	0.0        	0.0  	0.0             	0.0     	0.0   	0.0     	0.0          	0.0            	0.0      	0.0        	0.0          	0.0          	0.0         	0.0        	0.0           	0.0        	0.0          	0.0    	0.0              	0.0          	0.0               	0.0       	0.0    	0.0                     	0.0              	0.0       	0.0 	0.0                 	0.0       	0.0       	0.0       	0.0          	0.0          	0.0             	0.0      	0.0      	0.0          	0.0       	0.0        	0.0       	0.0      	0.0        	0.0       	0.0            	0.0       	0.0       	0.0       	0.0       	0.0       	0.0        
pink primrose            	0.0             	0.0      	0.0      	0.0   	0.0      	0.0           	0.0           	0.0         	0.0     	0.0             	0.0               	0.0             	0.0            	0.0           	0.0             	0.0          	0.0     	0.0      	0.0              	0.0     	0.0       	0.0             	0.0        	0.0      	0.0             	0.0     	0.0        	0.0      	0.0             	0.0       	0.0     	0.0     	0.0        	0.0             	0.0      	0.0     	0.0       	0.0       	0.0         	0.0  	0.0    	0.0     	0.0                  	0.0          	0.0         	0.0           	0.0             	0.0                      	0.0     	0.0        	0.0             	0.0        	0.0        	0.0  	0.0             	0.0     	0.0   	0.0     	0.0          	0.0            	0.0      	0.0        	0.0          	0.0          	0.0         	0.0        	0.0           	0.0        	0.0          	0.0    	0.0              	0.0          	0.0               	0.0       	0.0    	0.0                     	0.0              	0.0       	0.0 	0.0                 	0.0       	0.0       	0.0       	0.0          	0.0          	0.0             	0.0      	0.0      	0.0          	0.0       	0.0        	0.0       	0.0      	0.0        	0.0       	0.0            	0.0       	0.0       	0.0       	0.0       	0.0       	0.0        
pink-yellow dahlia       	0.0             	4.0      	0.0      	3.0   	3.0      	0.0           	5.0           	1.0         	0.0     	2.0             	0.0               	0.0             	1.0            	0.0           	0.0             	7.0          	4.0     	0.0      	0.0              	2.0     	2.0       	0.0             	2.0        	0.0      	0.0             	1.0     	1.0        	3.0      	0.0             	0.0       	6.0     	1.0     	0.0        	0.0             	1.0      	3.0     	7.0       	1.0       	0.0         	2.0  	1.0    	5.0     	2.0                  	0.0          	1.0         	1.0           	1.0             	0.0                      	8.0     	1.0        	1.0             	2.0        	1.0        	7.0  	0.0             	0.0     	0.0   	1.0     	1.0          	5.0            	1.0      	0.0        	6.0          	0.0          	0.0         	1.0        	5.0           	0.0        	7.0          	6.0    	1.0              	0.0          	9.0               	0.0       	2.0    	0.0                     	2.0              	0.0       	2.0 	1.0                 	0.0       	0.0       	0.0       	1.0          	0.0          	0.0             	0.0      	0.0      	0.0          	9.0       	6.0        	0.0       	1.0      	3.0        	0.0       	1.0            	0.0       	21.0      	6.0       	0.0       	3.0       	0.0        
poinsettia               	6.0             	11.0     	14.0     	10.0  	3.0      	7.0           	14.0          	12.0        	2.0     	9.0             	0.0               	0.0             	0.0            	3.0           	3.0             	7.0          	4.0     	2.0      	0.0              	4.0     	15.0      	1.0             	0.0        	1.0      	0.0             	39.0    	7.0        	1.0      	3.0             	1.0       	4.0     	3.0     	2.0        	1.0             	3.0      	7.0     	14.0      	1.0       	0.0         	3.0  	4.0    	0.0     	2.0                  	1.0          	1.0         	0.0           	2.0             	7.0                      	20.0    	8.0        	3.0             	7.0        	3.0        	7.0  	2.0             	1.0     	3.0   	8.0     	1.0          	5.0            	1.0      	1.0        	8.0          	0.0          	0.0         	3.0        	72.0          	0.0        	5.0          	14.0   	1.0              	3.0          	1.0               	43.0      	9.0    	4.0                     	4.0              	1.0       	4.0 	7.0                 	2.0       	0.0       	1.0       	1.0          	2.0          	6.0             	8.0      	0.0      	4.0          	20.0      	36.0       	2.0       	0.0      	5.0        	4.0       	1.0            	0.0       	19.0      	14.0      	4.0       	2.0       	2.0        
primula                  	3.0             	12.0     	11.0     	9.0   	1.0      	3.0           	10.0          	2.0         	2.0     	3.0             	0.0               	0.0             	2.0            	0.0           	3.0             	7.0          	3.0     	1.0      	0.0              	17.0    	6.0       	4.0             	3.0        	1.0      	0.0             	22.0    	8.0        	2.0      	3.0             	2.0       	14.0    	5.0     	4.0        	1.0             	2.0      	14.0    	8.0       	1.0       	7.0         	0.0  	1.0    	1.0     	2.0                  	2.0          	0.0         	0.0           	0.0             	5.0                      	23.0    	5.0        	5.0             	7.0        	7.0        	7.0  	1.0             	7.0     	8.0   	8.0     	3.0          	5.0            	1.0      	3.0        	12.0         	1.0          	0.0         	4.0        	33.0          	1.0        	2.0          	29.0   	1.0              	1.0          	6.0               	13.0      	18.0   	6.0                     	3.0              	0.0       	1.0 	1.0                 	3.0       	0.0       	8.0       	2.0          	4.0          	8.0             	7.0      	0.0      	20.0         	13.0      	15.0       	1.0       	0.0      	3.0        	6.0       	9.0            	0.0       	21.0      	13.0      	1.0       	1.0       	1.0        
prince of wales feathers 	3.0             	6.0      	5.0      	3.0   	2.0      	0.0           	18.0          	2.0         	5.0     	5.0             	0.0               	0.0             	4.0            	5.0           	0.0             	5.0          	5.0     	1.0      	0.0              	3.0     	5.0       	1.0             	4.0        	1.0      	0.0             	7.0     	3.0        	2.0      	2.0             	2.0       	3.0     	1.0     	2.0        	1.0             	0.0      	12.0    	6.0       	2.0       	4.0         	0.0  	12.0   	0.0     	0.0                  	1.0          	0.0         	0.0           	3.0             	0.0                      	7.0     	0.0        	0.0             	0.0        	2.0        	2.0  	3.0             	2.0     	4.0   	5.0     	1.0          	7.0            	1.0      	0.0        	6.0          	0.0          	0.0         	0.0        	25.0          	3.0        	5.0          	13.0   	0.0              	3.0          	2.0               	1.0       	10.0   	2.0                     	4.0              	1.0       	1.0 	1.0                 	3.0       	0.0       	3.0       	1.0          	1.0          	4.0             	4.0      	0.0      	6.0          	9.0       	1.0        	1.0       	1.0      	9.0        	2.0       	4.0            	0.0       	3.0       	13.0      	0.0       	1.0       	1.0        
purple coneflower        	0.0             	0.0      	0.0      	0.0   	0.0      	0.0           	0.0           	0.0         	0.0     	0.0             	0.0               	0.0             	0.0            	0.0           	0.0             	0.0          	0.0     	0.0      	0.0              	0.0     	0.0       	0.0             	0.0        	0.0      	0.0             	0.0     	0.0        	0.0      	0.0             	0.0       	0.0     	0.0     	0.0        	0.0             	0.0      	0.0     	0.0       	0.0       	0.0         	0.0  	0.0    	0.0     	0.0                  	0.0          	0.0         	0.0           	0.0             	0.0                      	0.0     	0.0        	0.0             	0.0        	0.0        	0.0  	0.0             	0.0     	0.0   	0.0     	0.0          	0.0            	0.0      	0.0        	0.0          	0.0          	0.0         	0.0        	0.0           	0.0        	0.0          	0.0    	0.0              	0.0          	0.0               	0.0       	0.0    	0.0                     	0.0              	0.0       	0.0 	0.0                 	0.0       	0.0       	0.0       	0.0          	0.0          	0.0             	0.0      	0.0      	0.0          	0.0       	0.0        	0.0       	0.0      	0.0        	0.0       	0.0            	0.0       	0.0       	0.0       	0.0       	0.0       	0.0        
red ginger               	0.0             	0.0      	0.0      	0.0   	0.0      	0.0           	0.0           	0.0         	0.0     	0.0             	0.0               	0.0             	0.0            	0.0           	0.0             	0.0          	0.0     	0.0      	0.0              	0.0     	0.0       	0.0             	0.0        	0.0      	0.0             	0.0     	0.0        	0.0      	0.0             	0.0       	0.0     	0.0     	0.0        	0.0             	0.0      	0.0     	0.0       	0.0       	0.0         	0.0  	0.0    	0.0     	0.0                  	0.0          	0.0         	0.0           	0.0             	0.0                      	0.0     	0.0        	0.0             	0.0        	0.0        	0.0  	0.0             	0.0     	0.0   	0.0     	0.0          	0.0            	0.0      	0.0        	0.0          	0.0          	0.0         	0.0        	0.0           	0.0        	0.0          	0.0    	0.0              	0.0          	0.0               	0.0       	0.0    	0.0                     	0.0              	0.0       	0.0 	0.0                 	0.0       	0.0       	0.0       	0.0          	0.0          	0.0             	0.0      	0.0      	0.0          	0.0       	0.0        	0.0       	0.0      	0.0        	0.0       	0.0            	0.0       	0.0       	0.0       	0.0       	0.0       	0.0        
rose                     	0.0             	1.0      	0.0      	2.0   	0.0      	0.0           	2.0           	0.0         	0.0     	3.0             	4.0               	0.0             	1.0            	0.0           	0.0             	1.0          	0.0     	1.0      	0.0              	0.0     	1.0       	0.0             	0.0        	2.0      	0.0             	0.0     	1.0        	0.0      	0.0             	0.0       	4.0     	1.0     	0.0        	0.0             	0.0      	0.0     	3.0       	1.0       	0.0         	2.0  	0.0    	0.0     	1.0                  	0.0          	3.0         	0.0           	0.0             	5.0                      	2.0     	6.0        	1.0             	0.0        	0.0        	10.0 	0.0             	0.0     	1.0   	0.0     	0.0          	0.0            	1.0      	1.0        	1.0          	0.0          	0.0         	0.0        	0.0           	0.0        	1.0          	0.0    	0.0              	1.0          	0.0               	0.0       	0.0    	0.0                     	0.0              	0.0       	18.0	0.0                 	0.0       	0.0       	2.0       	0.0          	0.0          	0.0             	0.0      	3.0      	0.0          	1.0       	0.0        	0.0       	1.0      	1.0        	0.0       	0.0            	0.0       	4.0       	1.0       	1.0       	1.0       	1.0        
ruby-lipped cattleya     	0.0             	0.0      	0.0      	0.0   	0.0      	0.0           	0.0           	0.0         	0.0     	0.0             	0.0               	0.0             	0.0            	0.0           	0.0             	0.0          	0.0     	0.0      	0.0              	0.0     	0.0       	0.0             	0.0        	0.0      	0.0             	0.0     	0.0        	0.0      	0.0             	0.0       	0.0     	0.0     	0.0        	0.0             	0.0      	0.0     	0.0       	0.0       	0.0         	0.0  	0.0    	0.0     	0.0                  	0.0          	0.0         	0.0           	0.0             	0.0                      	1.0     	0.0        	0.0             	0.0        	0.0        	0.0  	0.0             	0.0     	0.0   	0.0     	0.0          	0.0            	0.0      	0.0        	0.0          	0.0          	0.0         	0.0        	0.0           	0.0        	0.0          	0.0    	0.0              	0.0          	0.0               	0.0       	0.0    	0.0                     	0.0              	0.0       	0.0 	1.0                 	0.0       	0.0       	0.0       	0.0          	0.0          	0.0             	0.0      	0.0      	0.0          	0.0       	0.0        	0.0       	0.0      	0.0        	0.0       	0.0            	0.0       	0.0       	0.0       	0.0       	0.0       	0.0        
siam tulip               	0.0             	0.0      	0.0      	0.0   	0.0      	0.0           	0.0           	0.0         	0.0     	0.0             	0.0               	0.0             	0.0            	0.0           	0.0             	0.0          	0.0     	0.0      	0.0              	0.0     	0.0       	0.0             	0.0        	0.0      	0.0             	0.0     	0.0        	0.0      	0.0             	0.0       	0.0     	0.0     	0.0        	0.0             	0.0      	0.0     	0.0       	0.0       	0.0         	0.0  	0.0    	0.0     	0.0                  	0.0          	0.0         	0.0           	0.0             	0.0                      	0.0     	0.0        	0.0             	0.0        	0.0        	0.0  	0.0             	0.0     	0.0   	0.0     	0.0          	0.0            	0.0      	0.0        	0.0          	0.0          	0.0         	0.0        	0.0           	0.0        	0.0          	0.0    	0.0              	0.0          	0.0               	0.0       	0.0    	0.0                     	0.0              	0.0       	0.0 	0.0                 	0.0       	0.0       	0.0       	0.0          	0.0          	0.0             	0.0      	0.0      	0.0          	0.0       	0.0        	0.0       	0.0      	0.0        	0.0       	0.0            	0.0       	0.0       	0.0       	0.0       	0.0       	0.0        
silverbush               	0.0             	1.0      	0.0      	1.0   	0.0      	1.0           	0.0           	0.0         	3.0     	1.0             	16.0              	11.0            	1.0            	0.0           	0.0             	5.0          	0.0     	6.0      	11.0             	0.0     	0.0       	0.0             	6.0        	2.0      	0.0             	0.0     	2.0        	1.0      	1.0             	1.0       	4.0     	1.0     	1.0        	3.0             	0.0      	1.0     	4.0       	3.0       	0.0         	7.0  	0.0    	11.0    	2.0                  	1.0          	2.0         	3.0           	2.0             	0.0                      	0.0     	0.0        	1.0             	0.0        	1.0        	2.0  	0.0             	0.0     	1.0   	0.0     	0.0          	1.0            	0.0      	0.0        	2.0          	4.0          	1.0         	0.0        	0.0           	1.0        	1.0          	7.0    	2.0              	0.0          	1.0               	0.0       	0.0    	0.0                     	0.0              	0.0       	7.0 	0.0                 	0.0       	10.0      	1.0       	0.0          	0.0          	1.0             	0.0      	2.0      	0.0          	0.0       	0.0        	1.0       	0.0      	0.0        	1.0       	0.0            	4.0       	0.0       	1.0       	5.0       	2.0       	0.0        
snapdragon               	0.0             	1.0      	2.0      	2.0   	0.0      	3.0           	0.0           	5.0         	1.0     	0.0             	0.0               	0.0             	3.0            	0.0           	0.0             	3.0          	0.0     	1.0      	1.0              	0.0     	2.0       	1.0             	3.0        	0.0      	0.0             	1.0     	0.0        	1.0      	3.0             	0.0       	0.0     	0.0     	2.0        	2.0             	0.0      	5.0     	6.0       	4.0       	1.0         	0.0  	0.0    	1.0     	0.0                  	0.0          	0.0         	0.0           	0.0             	0.0                      	1.0     	0.0        	0.0             	0.0        	2.0        	3.0  	0.0             	2.0     	0.0   	2.0     	2.0          	2.0            	1.0      	1.0        	6.0          	3.0          	2.0         	2.0        	4.0           	3.0        	1.0          	4.0    	1.0              	0.0          	3.0               	0.0       	3.0    	0.0                     	0.0              	1.0       	3.0 	2.0                 	1.0       	0.0       	1.0       	1.0          	0.0          	0.0             	1.0      	0.0      	0.0          	2.0       	2.0        	0.0       	0.0      	0.0        	0.0       	0.0            	2.0       	1.0       	11.0      	4.0       	2.0       	3.0        
spear thistle            	0.0             	0.0      	0.0      	0.0   	0.0      	0.0           	0.0           	0.0         	0.0     	0.0             	0.0               	0.0             	0.0            	0.0           	0.0             	0.0          	0.0     	0.0      	0.0              	0.0     	0.0       	0.0             	0.0        	0.0      	0.0             	0.0     	0.0        	0.0      	0.0             	0.0       	0.0     	0.0     	0.0        	0.0             	0.0      	0.0     	0.0       	0.0       	0.0         	0.0  	0.0    	0.0     	0.0                  	0.0          	0.0         	0.0           	0.0             	0.0                      	0.0     	0.0        	0.0             	0.0        	0.0        	0.0  	0.0             	0.0     	0.0   	0.0     	0.0          	0.0            	0.0      	0.0        	0.0          	0.0          	0.0         	0.0        	0.0           	0.0        	0.0          	0.0    	0.0              	0.0          	0.0               	0.0       	0.0    	0.0                     	0.0              	0.0       	0.0 	0.0                 	0.0       	0.0       	0.0       	0.0          	0.0          	0.0             	0.0      	0.0      	0.0          	0.0       	0.0        	0.0       	0.0      	0.0        	0.0       	0.0            	0.0       	0.0       	0.0       	0.0       	0.0       	0.0        
spring crocus            	0.0             	0.0      	0.0      	0.0   	0.0      	0.0           	0.0           	0.0         	0.0     	0.0             	0.0               	0.0             	0.0            	0.0           	0.0             	0.0          	0.0     	0.0      	0.0              	0.0     	0.0       	0.0             	0.0        	0.0      	0.0             	0.0     	0.0        	0.0      	0.0             	0.0       	0.0     	0.0     	0.0        	0.0             	0.0      	0.0     	0.0       	0.0       	0.0         	0.0  	0.0    	0.0     	0.0                  	0.0          	0.0         	0.0           	0.0             	0.0                      	0.0     	0.0        	0.0             	0.0        	0.0        	0.0  	0.0             	0.0     	0.0   	0.0     	0.0          	0.0            	0.0      	0.0        	0.0          	0.0          	0.0         	0.0        	0.0           	0.0        	0.0          	0.0    	0.0              	0.0          	0.0               	0.0       	0.0    	0.0                     	0.0              	0.0       	0.0 	0.0                 	0.0       	0.0       	0.0       	0.0          	0.0          	0.0             	0.0      	0.0      	0.0          	0.0       	0.0        	0.0       	0.0      	0.0        	0.0       	0.0            	0.0       	0.0       	0.0       	0.0       	0.0       	0.0        
stemless gentian         	1.0             	0.0      	1.0      	2.0   	0.0      	2.0           	0.0           	0.0         	1.0     	2.0             	0.0               	0.0             	0.0            	1.0           	0.0             	2.0          	2.0     	0.0      	1.0              	1.0     	1.0       	0.0             	0.0        	0.0      	0.0             	1.0     	1.0        	5.0      	3.0             	0.0       	1.0     	1.0     	0.0        	1.0             	0.0      	1.0     	0.0       	2.0       	0.0         	0.0  	2.0    	0.0     	0.0                  	0.0          	0.0         	0.0           	3.0             	0.0                      	1.0     	0.0        	0.0             	0.0        	0.0        	0.0  	0.0             	5.0     	1.0   	0.0     	1.0          	2.0            	1.0      	0.0        	3.0          	0.0          	0.0         	0.0        	1.0           	0.0        	1.0          	1.0    	1.0              	0.0          	1.0               	0.0       	0.0    	0.0                     	6.0              	0.0       	1.0 	0.0                 	1.0       	0.0       	0.0       	1.0          	0.0          	2.0             	1.0      	1.0      	1.0          	0.0       	0.0        	0.0       	0.0      	0.0        	0.0       	0.0            	0.0       	0.0       	1.0       	2.0       	0.0       	0.0        
sunflower                	0.0             	0.0      	0.0      	0.0   	0.0      	0.0           	0.0           	0.0         	0.0     	0.0             	0.0               	0.0             	0.0            	0.0           	0.0             	0.0          	0.0     	0.0      	0.0              	0.0     	0.0       	0.0             	0.0        	0.0      	0.0             	0.0     	0.0        	0.0      	1.0             	0.0       	0.0     	0.0     	0.0        	0.0             	0.0      	0.0     	1.0       	0.0       	0.0         	0.0  	1.0    	0.0     	0.0                  	0.0          	0.0         	0.0           	0.0             	0.0                      	0.0     	0.0        	0.0             	0.0        	0.0        	0.0  	0.0             	0.0     	0.0   	0.0     	0.0          	0.0            	0.0      	0.0        	0.0          	0.0          	0.0         	0.0        	2.0           	0.0        	0.0          	0.0    	0.0              	0.0          	0.0               	0.0       	0.0    	0.0                     	0.0              	0.0       	0.0 	0.0                 	0.0       	0.0       	0.0       	0.0          	0.0          	0.0             	1.0      	0.0      	0.0          	0.0       	0.0        	0.0       	0.0      	0.0        	0.0       	0.0            	0.0       	0.0       	0.0       	0.0       	0.0       	0.0        
sweet pea                	0.0             	0.0      	0.0      	0.0   	0.0      	0.0           	0.0           	0.0         	0.0     	0.0             	0.0               	0.0             	0.0            	0.0           	0.0             	0.0          	0.0     	0.0      	0.0              	0.0     	0.0       	0.0             	0.0        	0.0      	0.0             	0.0     	0.0        	0.0      	0.0             	0.0       	0.0     	0.0     	0.0        	0.0             	0.0      	0.0     	0.0       	0.0       	0.0         	0.0  	0.0    	0.0     	0.0                  	0.0          	0.0         	0.0           	0.0             	0.0                      	0.0     	0.0        	0.0             	0.0        	0.0        	0.0  	0.0             	0.0     	0.0   	0.0     	0.0          	0.0            	0.0      	0.0        	0.0          	0.0          	0.0         	0.0        	0.0           	0.0        	0.0          	0.0    	0.0              	0.0          	0.0               	0.0       	0.0    	0.0                     	0.0              	0.0       	0.0 	0.0                 	0.0       	0.0       	0.0       	0.0          	0.0          	0.0             	0.0      	0.0      	0.0          	0.0       	0.0        	0.0       	0.0      	0.0        	0.0       	0.0            	0.0       	0.0       	0.0       	0.0       	0.0       	0.0        
sweet william            	1.0             	0.0      	0.0      	0.0   	0.0      	0.0           	0.0           	0.0         	0.0     	0.0             	0.0               	0.0             	0.0            	0.0           	0.0             	1.0          	0.0     	0.0      	0.0              	1.0     	0.0       	0.0             	0.0        	0.0      	0.0             	0.0     	0.0        	0.0      	0.0             	0.0       	1.0     	0.0     	0.0        	0.0             	0.0      	0.0     	1.0       	0.0       	0.0         	0.0  	1.0    	0.0     	0.0                  	0.0          	0.0         	0.0           	0.0             	0.0                      	0.0     	0.0        	0.0             	0.0        	0.0        	2.0  	0.0             	0.0     	0.0   	0.0     	0.0          	0.0            	0.0      	0.0        	0.0          	0.0          	0.0         	0.0        	0.0           	0.0        	0.0          	0.0    	0.0              	1.0          	0.0               	0.0       	3.0    	0.0                     	0.0              	0.0       	0.0 	0.0                 	0.0       	0.0       	0.0       	1.0          	0.0          	0.0             	0.0      	0.0      	0.0          	1.0       	1.0        	0.0       	0.0      	0.0        	0.0       	0.0            	0.0       	0.0       	2.0       	0.0       	0.0       	0.0        
sword lily               	0.0             	3.0      	0.0      	1.0   	0.0      	0.0           	0.0           	0.0         	0.0     	0.0             	0.0               	0.0             	0.0            	0.0           	0.0             	1.0          	0.0     	0.0      	0.0              	1.0     	2.0       	0.0             	0.0        	0.0      	0.0             	3.0     	0.0        	0.0      	0.0             	0.0       	0.0     	0.0     	1.0        	0.0             	0.0      	1.0     	1.0       	0.0       	0.0         	0.0  	0.0    	3.0     	0.0                  	0.0          	0.0         	0.0           	0.0             	0.0                      	0.0     	0.0        	0.0             	0.0        	0.0        	1.0  	0.0             	0.0     	0.0   	0.0     	0.0          	1.0            	1.0      	0.0        	1.0          	0.0          	0.0         	1.0        	0.0           	0.0        	1.0          	5.0    	0.0              	1.0          	3.0               	0.0       	2.0    	0.0                     	0.0              	0.0       	0.0 	0.0                 	0.0       	0.0       	0.0       	2.0          	0.0          	0.0             	0.0      	0.0      	0.0          	1.0       	4.0        	0.0       	0.0      	0.0        	2.0       	0.0            	0.0       	3.0       	2.0       	0.0       	0.0       	0.0        
thorn apple              	0.0             	2.0      	1.0      	0.0   	0.0      	0.0           	3.0           	0.0         	1.0     	1.0             	0.0               	0.0             	0.0            	0.0           	0.0             	1.0          	1.0     	0.0      	0.0              	0.0     	0.0       	0.0             	0.0        	0.0      	0.0             	1.0     	0.0        	1.0      	0.0             	0.0       	1.0     	1.0     	0.0        	0.0             	0.0      	0.0     	3.0       	0.0       	0.0         	0.0  	0.0    	0.0     	2.0                  	0.0          	1.0         	0.0           	0.0             	2.0                      	7.0     	0.0        	0.0             	1.0        	0.0        	1.0  	0.0             	0.0     	1.0   	1.0     	0.0          	0.0            	0.0      	0.0        	1.0          	0.0          	0.0         	0.0        	4.0           	0.0        	0.0          	3.0    	0.0              	0.0          	4.0               	5.0       	2.0    	0.0                     	1.0              	0.0       	0.0 	4.0                 	0.0       	0.0       	0.0       	0.0          	0.0          	0.0             	4.0      	0.0      	0.0          	1.0       	1.0        	0.0       	0.0      	1.0        	0.0       	1.0            	0.0       	8.0       	1.0       	0.0       	0.0       	1.0        
